epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,0.6983507592831889,0.7645854657113613,0.7388645750066614,0.7383712649428468,0.7370225526168082,0.8695719540119171,0.710204081632653,0.7971770542354721,0.8091878589007383,0.7438991805465789
2,0.4651563994346126,0.8229273285568065,0.8151461663353001,0.8169231289771396,0.8138214184860113,0.4366334546357393,0.8979591836734694,0.8988476800976801,0.8891868334700574,0.8921672554354344
3,0.4068483542050085,0.8710337768679631,0.8706722449043228,0.8615146018772057,0.8657000753145698,0.3264767024666071,0.8857142857142857,0.8846026658526658,0.8765894175553732,0.8798915792735912
4,0.35646180231725016,0.8781985670419652,0.8720761356589026,0.8660553180382387,0.8683273225746229,0.4990394562482834,0.8734693877551021,0.8627451400800458,0.8997333880229696,0.8746482396765815
5,0.3198186582134616,0.8853633572159673,0.8836744403522057,0.8716401503891444,0.8767533912775922,0.2658828189596534,0.9306122448979591,0.925876163607733,0.9375563986874487,0.9285337904396536
6,0.23575266618882457,0.9222108495394064,0.9199449839816165,0.9182172425488173,0.9187704961281903,0.2154338490217924,0.9551020408163265,0.9509628399163282,0.9539684167350287,0.9518707631232421
7,0.22069947758028585,0.9242579324462641,0.9240421380655457,0.9191556037840577,0.9206696149341848,0.1978041622787714,0.9428571428571428,0.9377644588400402,0.9430014356029532,0.9395709885340254
8,0.1745007910555409,0.9365404298874105,0.931523111998527,0.9306195939299757,0.930622825068044,0.18719987012445927,0.9551020408163265,0.9509628399163282,0.9539684167350287,0.9518707631232421
9,0.14239999351482238,0.9477993858751279,0.9448214241830976,0.9422022487478985,0.9429315962363102,0.16435438580811024,0.9510204081632653,0.9421353606991905,0.9585777276456112,0.9485544489951437
10,0.1510889405204404,0.946775844421699,0.941523696051682,0.9429067245730932,0.9420007416916982,0.1504177046008408,0.9428571428571428,0.9377915762020632,0.9406429450369155,0.9384429949303449
11,0.14842740326158463,0.9570112589559877,0.9519076741626017,0.9540313764538034,0.9527744324187012,0.158497610129416,0.9510204081632653,0.9434467221231928,0.9546862182116489,0.9480626212862332
12,0.15809613418194554,0.9508700102354145,0.943677737366249,0.9472362127843662,0.9451642970064016,0.155507848598063,0.9469387755102041,0.9387845487447295,0.9523277276456112,0.9441976486943082
13,0.16820129235425302,0.9426816786079836,0.9374608616574228,0.9397076120204977,0.9385494996863385,0.15595474652945995,0.9387755102040817,0.9329760501074568,0.9406429450369155,0.9357154271707241
14,0.11715770530844888,0.9600818833162743,0.9547852609259372,0.9592063605230913,0.9562949673050747,0.15441380068659782,0.9346938775510204,0.9292907470316731,0.9390996718621821,0.9321819783771926
15,0.1326739492435609,0.9559877175025588,0.9515613959506884,0.9547103550836896,0.9528692995035287,0.17584074568003416,0.9510204081632653,0.9441599974446581,0.9555014356029533,0.9483435628589253
16,0.14331611576339892,0.9529170931422722,0.9465289983893325,0.9498429082753505,0.9478840767193412,0.16157982405275106,0.9469387755102041,0.9409587901290317,0.9492514356029532,0.9439901246095083
17,0.18131506719416188,0.9416581371545547,0.9339311290307494,0.9394066806679702,0.9363612740230876,0.16661346517503262,0.9551020408163265,0.9447363708002006,0.9640125102543069,0.9525841144384961
18,0.14493206437797315,0.9477993858751279,0.9401237699623756,0.9448504929860558,0.942340490560553,0.16196626890450716,0.9551020408163265,0.9483160896995848,0.9570447087776867,0.9519773662419998
19,0.13153178941818974,0.9508700102354145,0.9459273008090548,0.9458143514166049,0.9457359308551856,0.17738004960119724,0.9469387755102041,0.9395774828183792,0.9531429450369155,0.9444715144615379
20,0.1509206961960562,0.9570112589559877,0.9531089146416716,0.9541018864702133,0.95339846356989,0.17592018749564886,0.9510204081632653,0.9434467221231928,0.9546862182116489,0.9480626212862332
21,0.12710173428058624,0.9518935516888434,0.946373793265295,0.950492925636,0.9482381554710846,0.15414201188832521,0.9428571428571428,0.9385098697598697,0.9438166529942575,0.9398617943354062
22,0.12896860619225808,0.9580348004094166,0.9517851729398853,0.9570831651646281,0.9542833449549271,0.1602525212801993,0.9510204081632653,0.9434467221231928,0.9546862182116489,0.9480626212862332
23,0.1397738393035627,0.9529170931422722,0.9466469407398437,0.9510853426976114,0.9487051033085272,0.15758645627647638,0.9387755102040817,0.9338038062183271,0.9414581624282199,0.9359980901801044
24,0.13809218723326921,0.95496417604913,0.946925657445185,0.9530835695751192,0.9495832373836877,0.15618093311786652,0.9469387755102041,0.9409587901290317,0.9492514356029532,0.9439901246095083
25,0.13589466471345193,0.9498464687819856,0.9459226338837387,0.9444630000652535,0.9449852717115638,0.15628776978701353,0.9469387755102041,0.9402070870517472,0.9484362182116489,0.9436326407920111
26,0.12273502439981507,0.9611054247697032,0.9561379184536181,0.9568590476374613,0.9561140762735589,0.16367332078516483,0.9428571428571428,0.932629440665155,0.9530455291222313,0.9406250017162606
27,0.14409743297484615,0.946775844421699,0.9395923761967397,0.9460129717484631,0.9425376098544964,0.17532843723893166,0.9469387755102041,0.9395774828183792,0.9531429450369155,0.9444715144615379
28,0.12180015901404043,0.9529170931422722,0.94679265783897,0.9534710624959217,0.9495317902002951,0.15939148142933846,0.9510204081632653,0.9441599974446581,0.9555014356029533,0.9483435628589253
29,0.13555220340288454,0.9457523029682702,0.9400007942032929,0.9417218904498704,0.9406058021784185,0.16059675719588995,0.9428571428571428,0.9362742344438056,0.9468929450369156,0.940125763216707
30,0.1509613045040638,0.9477993858751279,0.9400963089896242,0.9448504929860558,0.9422877362903698,0.16905810683965683,0.9469387755102041,0.9377630471380471,0.9562192370795735,0.9447287152353256
