epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,13.579455054575398,0.638689866939611,0.5946279340164232,0.5983743020495234,0.5963814893392991,2.2212147265672684,0.7795918367346939,0.7672748948106592,0.7259485233798195,0.7329199517605315
2,0.962267792032611,0.7349027635619243,0.7142977810133063,0.6658006079046945,0.673908655904988,0.5614746771752834,0.7877551020408163,0.7850254950216345,0.7084598031173093,0.6762384256160787
3,0.6687637211815003,0.7502558853633572,0.7390371882608153,0.6661333604014459,0.6685690197604608,0.6564783081412315,0.7795918367346939,0.7841181600174406,0.7015791632485644,0.6866566433336619
4,0.6732795171199306,0.7430910951893551,0.8578288192979941,0.6452382678663641,0.6206418789453563,0.48174605146050453,0.7836734693877551,0.7502658241941769,0.7000563986874487,0.6670200805895056
5,0.6086754183615407,0.7543500511770727,0.7463576958640572,0.6646217956309166,0.6634750754506279,0.5393029265105724,0.8,0.7966016991504248,0.7188166529942576,0.6872833482589984
6,0.5288155146183506,0.7676560900716479,0.7953991015977201,0.6776197059081794,0.6704840410412092,0.4480714909732342,0.7918367346938775,0.8289140481729006,0.7064038146021329,0.6929469901168015
7,0.5729882640223349,0.7604912998976459,0.7918206912704521,0.67050755933435,0.6732522390916056,0.4507211595773697,0.8040816326530612,0.8273525674162144,0.7204470877768663,0.7151535640170052
8,0.5006914273385079,0.7727737973387923,0.8091896928103824,0.6854813411283053,0.6874881797692055,0.43766922503709793,0.8122448979591836,0.8732969138141552,0.7298707957342083,0.7328482707491301
9,0.48593168922009006,0.7778915046059366,0.8263333934608035,0.6878510093747507,0.6930242216529561,0.4135758616030216,0.8122448979591836,0.8370870241192658,0.7352081624282198,0.7297397670395591
10,0.49161676149214467,0.7727737973387923,0.7744424507713275,0.687979119690199,0.6918877004757331,0.4151749387383461,0.8081632653061225,0.835554382724194,0.7297733798195242,0.7258495314787122
11,0.46967696518667285,0.7871033776867963,0.8001825944684702,0.7041921940719222,0.707030299220518,0.42011233419179916,0.8081632653061225,0.813418745523062,0.7313166529942576,0.7159105977186779
12,0.4710730775710075,0.7850562947799385,0.7948850789336206,0.7007529124402951,0.6983383866838275,0.40841270610690117,0.8244897959183674,0.8472826086956522,0.7516099261689909,0.7455904675166971
13,0.49145899088151995,0.7737973387922211,0.7774471320083488,0.6935670938755979,0.6914697044551565,0.41276660561561584,0.8081632653061225,0.8163419913419913,0.7313166529942576,0.7172813322336121
14,0.46814824640750885,0.789150460593654,0.7953810784591131,0.7067123279946315,0.7043854753264216,0.41041621193289757,0.8163265306122449,0.8196969696969697,0.742186218211649,0.7248818668989732
15,0.5007310062646866,0.7860798362333674,0.8052776099824508,0.7013613810537713,0.7015305371044513,0.4167207032442093,0.8040816326530612,0.8181125222590777,0.7235233798195242,0.7135826768374435
16,0.46422671694909373,0.7993858751279427,0.8143744660367623,0.7208695751998087,0.7202968281503073,0.41140495240688324,0.8163265306122449,0.8314691104259451,0.7406429450369155,0.7304417424464011
17,0.479567721005409,0.7758444216990789,0.7842207378682253,0.6921644460341589,0.6921816565403645,0.4056095480918884,0.8163265306122449,0.8104770531400967,0.7406429450369155,0.7301867145545329
18,0.4793025000441459,0.7697031729785057,0.7574425436003547,0.6885746785863034,0.684390164102695,0.4119950495660305,0.8122448979591836,0.8118040473281751,0.7382844544708778,0.729541050818005
19,0.4808244397563319,0.7830092118730808,0.8193922397047397,0.7000997331051878,0.7055421443033165,0.4169682748615742,0.8122448979591836,0.7957548247116593,0.7343929450369155,0.7198034445740606
20,0.45919532641287775,0.7809621289662231,0.8003060835588729,0.6969934859298179,0.6985720565242461,0.41267478838562965,0.8040816326530612,0.8180041512655118,0.7265996718621821,0.7154511086412566
21,0.4904827667820838,0.781985670419652,0.8031615790776852,0.6976564130078393,0.7028120279529256,0.41066914424300194,0.8204081632653061,0.8417270531400967,0.7468929450369155,0.7406033812211996
22,0.48258369680373897,0.7830092118730808,0.785272985436029,0.7021939671944143,0.7040987317182692,0.40618064999580383,0.8163265306122449,0.8175952585150699,0.7406429450369155,0.7332997775732475
23,0.529554388215465,0.7666325486182191,0.758478165742422,0.6867719302061608,0.6881708453614535,0.4092758446931839,0.8122448979591836,0.8160391945888921,0.7352081624282198,0.72946418251439
24,0.4883395164243637,0.7799385875127943,0.7957066936970916,0.6953475070348897,0.6952724784181565,0.4077512100338936,0.8081632653061225,0.8447399527186762,0.7289581624282199,0.7145146595220377
25,0.46226475219572744,0.7911975435005117,0.8227564329817448,0.7077851033542708,0.7103152245807904,0.4185454472899437,0.8163265306122449,0.8600231033741672,0.7375666529942576,0.728945385165578
26,0.48298670543778327,0.7809621289662231,0.7944891639670757,0.698360888833034,0.7027691827737151,0.4154789838939905,0.8040816326530612,0.7798403469915098,0.7265996718621821,0.7156060551732263
27,0.5009430348873138,0.7778915046059366,0.7943358364224906,0.6931796009547955,0.6957035287701142,0.4099527597427368,0.8122448979591836,0.8370870241192658,0.7352081624282198,0.7297397670395591
28,0.46098916953609836,0.789150460593654,0.8169611297534705,0.7096520579418728,0.7104918603462046,0.4145595394074917,0.8163265306122449,0.800572070176977,0.7398277276456112,0.7249781467052463
29,0.4503618224013236,0.7799385875127943,0.8020045367905357,0.6971760547098114,0.700212514865739,0.40704092383384705,0.8122448979591836,0.8214171015656364,0.7343929450369155,0.7212912621681673
30,0.45963014325787943,0.789150460593654,0.7867164945623578,0.7058668321366166,0.6976642453595637,0.41454897075891495,0.8204081632653061,0.8488452585150699,0.7468929450369155,0.743716444239914
