epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,6.335021569844215,0.6601842374616171,0.6141567405213273,0.6241875538240557,0.6178183219747665,3.705593280494213,0.7673469387755102,0.7666105499438833,0.7193191140278917,0.6619479302368354
2,1.3243595553982643,0.7860798362333674,0.7596642570964469,0.7756100999506168,0.7666904548278981,1.1426854133605957,0.8204081632653061,0.8209134203583787,0.7445447087776866,0.7266681042167205
3,1.1559193297739951,0.77482088024565,0.7485790714080116,0.7503215949563083,0.7451299128785516,0.4155520163476467,0.8122448979591836,0.8148505140692641,0.8470416324856439,0.8141011411244232
4,0.5133893033189159,0.8219037871033776,0.8029996194024308,0.8139928245333772,0.8073243246259125,0.41816787607967854,0.8326530612244898,0.8167354218362283,0.8083521328958163,0.8097803179935884
5,0.4098082035779953,0.834186284544524,0.8186115846179661,0.8151965700834519,0.8154156691826554,0.3531295992434025,0.8408163265306122,0.8266253025458612,0.848092698933552,0.8347491754134648
6,0.3219189516478969,0.8679631525076765,0.8538368965048974,0.8564932253186747,0.8548531265912369,0.3227403089404106,0.8326530612244898,0.8196434937611408,0.8317011894995898,0.8246714854724563
7,0.3116497563258294,0.8771750255885363,0.864214044314784,0.8707562274784846,0.8668144080789953,0.3141341246664524,0.8530612244897959,0.8403628736394135,0.8348851517637408,0.8365840099253231
8,0.35442308408598744,0.8628454452405322,0.8506455862648188,0.8476837832198648,0.8487832264011581,0.2949399556964636,0.8571428571428571,0.8424710781814001,0.8450369155045119,0.8428101756248032
9,0.2896057713416315,0.8894575230296827,0.877080146032307,0.8831041203950978,0.8796839962076182,0.3110327925533056,0.8693877551020408,0.8554064375340971,0.8769944626743232,0.8634386161230445
10,0.3063454659235093,0.8966223132036848,0.8920295751301002,0.8841992511155528,0.8876872548466727,0.28728097677230835,0.889795918367347,0.8853075321037506,0.8686115668580803,0.8748163967356932
11,0.3084891486552454,0.8822927328556807,0.8715346326905622,0.8725558340241342,0.8718219699776406,0.29734262451529503,0.889795918367347,0.8798202614379085,0.8755793683347005,0.8766902597525446
12,0.316832562127421,0.8822927328556807,0.8721985669732853,0.8680821839455479,0.8700260790354701,0.288753017783165,0.889795918367347,0.8775452488687783,0.8833623872026252,0.8796972058782055
13,0.2960168005477998,0.8741044012282497,0.8639140979919636,0.8602142449164715,0.8615734416148043,0.2885107174515724,0.8816326530612245,0.8719276749738935,0.8677860951599672,0.8692508549001416
14,0.26792151216537724,0.8771750255885363,0.8666854828336945,0.8698691828732963,0.8680379439168949,0.2904368154704571,0.8857142857142857,0.8762498452273053,0.874036095159967,0.8743741587051446
15,0.2931384694191717,0.8976458546571137,0.8864091316190678,0.8918720137467342,0.8889276768521474,0.28997377678751945,0.8938775510204081,0.8835962077138547,0.8865360951599672,0.8845431831851233
16,0.29023377981878096,0.8884339815762539,0.8795001905442408,0.8778875875786365,0.8785681048565194,0.28770284727215767,0.8816326530612245,0.8713079676314971,0.8669708777686628,0.8676393284269766
17,0.3074587150927513,0.8741044012282497,0.8630669297558667,0.8676660318549793,0.865046063725305,0.28848358802497387,0.8816326530612245,0.8732620320855615,0.8630793683347006,0.8657984772057643
18,0.2898806708474313,0.8853633572159673,0.874741962250147,0.8773272736207548,0.8759343632525525,0.28620478697121143,0.8938775510204081,0.8835862938254362,0.8818293683347006,0.8819299098788536
19,0.28518455115056807,0.8853633572159673,0.8753961311981356,0.8761808464102124,0.8755800841832764,0.2875308617949486,0.8938775510204081,0.8835806151982623,0.8857208777686628,0.8834066238433198
20,0.27822774240086157,0.8915046059365405,0.8850927906497651,0.8847309059036681,0.8846852519852899,0.28647350147366524,0.8979591836734694,0.8872134238310708,0.8927860951599671,0.8894917582417582
21,0.28235240761310826,0.8925281473899693,0.8856524828026452,0.8820121516491006,0.8836425239386397,0.29083487018942833,0.8938775510204081,0.8822777692654139,0.8904276045939294,0.8857896895177597
22,0.29702473648132816,0.8822927328556807,0.8698543970325233,0.8781022594623595,0.8735529673720414,0.2886227946728468,0.8816326530612245,0.8716716161222265,0.8716776045939294,0.8707050341216845
23,0.295502069977022,0.9027635619242579,0.8918762122637449,0.8966850020905284,0.893951367754329,0.2835802994668484,0.8816326530612245,0.8710066787390229,0.8716776045939294,0.8707365747460087
24,0.29571095733873304,0.887410440122825,0.8740761612836537,0.8813268692102637,0.8772326279090318,0.2869618237018585,0.8816326530612245,0.8725054466230937,0.8677860951599672,0.8691454778210803
25,0.284897320693539,0.8812691914022518,0.8687111811095872,0.8714094068135917,0.8698024499654934,0.2894819527864456,0.9061224489795918,0.8958672699849171,0.9013945857260048,0.8981227106227107
26,0.28961848251281247,0.8802456499488229,0.872361483821224,0.8663209843125786,0.8680839292376313,0.28283937089145184,0.8816326530612245,0.8725054466230937,0.8677860951599672,0.8691454778210803
27,0.29704874777986157,0.8925281473899693,0.8776551282256739,0.8810706485793671,0.8792773855575213,0.29304542392492294,0.8775510204081632,0.8647464248857437,0.8685038966365873,0.8657994482675677
28,0.29532877475984637,0.8792221084953941,0.869583683694205,0.8663593912252591,0.8673345983716473,0.2884524576365948,0.8857142857142857,0.8751488913322338,0.8732208777686629,0.8729796520542625
29,0.32398478278229315,0.8771750255885363,0.866055739826332,0.8639129091534528,0.8640040297131822,0.28698119707405567,0.8857142857142857,0.8762639527414129,0.8732208777686629,0.87298114695499
30,0.32158939107771845,0.8853633572159673,0.8762015200756832,0.8760111672076262,0.875481718722311,0.28760811500251293,0.889795918367347,0.8799441166734817,0.8802860951599671,0.8795053217223029
