epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,5.7596981328613355,0.7306098283007697,0.7306213032796747,0.7306323036760669,0.7305826634718979,3.162540229303496,0.7659574468085106,0.8637234413096482,0.7652740341419586,0.7696904375655059
2,1.104522999165193,0.8283007696862048,0.8296861815280561,0.828336302421207,0.8284203080200795,0.3641227015427181,0.8936170212765957,0.894058014219863,0.8935309973045822,0.8936026307532536
3,0.6485458483111184,0.857312018946122,0.8604901488765816,0.8573479322823883,0.8578757419217822,0.287366548287017,0.91725768321513,0.9253747179326572,0.9171159029649595,0.9186861867002358
4,0.37075593174909643,0.886915334517466,0.888079289776837,0.8869519792051808,0.8869675911719318,0.26148431322404314,0.9196217494089834,0.9277306967984934,0.9194519317160827,0.9205465715782147
5,0.26943052813129603,0.9082297217288336,0.9095569338080248,0.9082733913705981,0.9082298918853341,0.19730377197265625,0.9267139479905437,0.9381739766500998,0.926460017969452,0.9277016394982136
6,0.25516859561486066,0.9182948490230906,0.9236832283634469,0.9183528844968797,0.91859814027627,0.20279558854443686,0.9456264775413712,0.9518063145112325,0.9453953279424978,0.9458683381060804
7,0.20867277878635335,0.9325044404973357,0.9350644675372936,0.9325442842257402,0.9327688684565568,0.1804719173482486,0.9574468085106383,0.9614780491635907,0.9572551662174305,0.9575602704580153
8,0.228205172028744,0.9319123741859088,0.9339660883346896,0.9319490661378329,0.9321088822656973,0.1761531318937029,0.950354609929078,0.9546338050069973,0.950179694519317,0.9506606222349641
9,0.19459628194289388,0.9330965068087625,0.9359241596657053,0.9331339002610557,0.9333558121100393,0.1659641047673566,0.9527186761229315,0.9568356374807988,0.9525381850853549,0.9529330549126716
10,0.19927152724198574,0.931320307874482,0.9332436098726649,0.9313622511288137,0.9314345552286485,0.15622933262160846,0.9527186761229315,0.957800561359738,0.9525381850853549,0.9531210038598419
11,0.1825490581961173,0.9360568383658969,0.9390186611488244,0.9361029881348527,0.9361354048095312,0.15877118680093968,0.9574468085106383,0.9614780491635907,0.9572551662174305,0.9575602704580153
12,0.19471173831876717,0.9378330373001776,0.9398223748286898,0.9378774382933908,0.9377666439671729,0.158024452360613,0.9550827423167849,0.9587237512168593,0.9548966756513927,0.9551740376130075
13,0.17579320508916424,0.9425695677915926,0.9443115214329811,0.9426139737599857,0.942532130453609,0.15507490214492595,0.9550827423167849,0.9589610797237915,0.9548966756513926,0.955219072439165
14,0.18601260067157024,0.9336885731201895,0.934891578437605,0.933724916809519,0.9336881721159738,0.16207700887961046,0.9574468085106383,0.9614780491635907,0.9572551662174305,0.9575602704580153
15,0.19465000403798977,0.940793368857312,0.9417722951456464,0.9408381230882996,0.9405523937986959,0.14863921622080462,0.9574468085106383,0.9605753393097235,0.9572551662174305,0.9573906177679763
16,0.15947863164375414,0.9490822972172883,0.950290766172194,0.9491193573325267,0.9490728078947895,0.16216833570173808,0.9598108747044918,0.9628918495297807,0.9596136567834681,0.9596700563001955
17,0.17874229664228997,0.9378330373001776,0.9395622285443428,0.9378746372670947,0.9378749936471632,0.15750599093735218,0.9574468085106383,0.9609111581588645,0.9572551662174303,0.9574454544953456
18,0.17713656824714732,0.9413854351687388,0.9446584619635223,0.941438943228799,0.9413442784885333,0.15037928468414716,0.950354609929078,0.954976322553302,0.9501796945193172,0.9506894785440415
19,0.20049329291818277,0.9384251036116045,0.9409878587907474,0.93845725073667,0.9387418187266466,0.15986520956669534,0.9598108747044918,0.9628918495297807,0.9596136567834681,0.9596700563001955
20,0.1733144808138879,0.9413854351687388,0.9440190516640263,0.941436142202503,0.9412615315272963,0.1525496132671833,0.9550827423167849,0.9589610797237915,0.9548966756513926,0.955219072439165
21,0.1662442643406256,0.9443457667258733,0.9468867899962451,0.9443898244316717,0.9443911242951311,0.15864066486912115,0.9550827423167849,0.9589610797237915,0.9548966756513926,0.955219072439165
22,0.18573935083904355,0.9443457667258733,0.9472905895860122,0.9443856228922276,0.9445245499101071,0.158856278019292,0.9550827423167849,0.9595911949685535,0.9548966756513927,0.9553307278249513
23,0.19494789877449567,0.9366489046773239,0.9381385831966935,0.9366799995518358,0.9368661952066062,0.16332983917423657,0.9598108747044918,0.9628918495297807,0.9596136567834681,0.9596700563001955
24,0.243275319489668,0.9342806394316163,0.9361113185184045,0.9343145328448343,0.9344916135862178,0.15773549862205982,0.9598108747044918,0.963394538606403,0.9596136567834681,0.9597876638944387
25,0.1807958389509399,0.9449378330373002,0.9463625072579902,0.9449738384143951,0.9448874658322911,0.1551772260240146,0.9598108747044918,0.963394538606403,0.9596136567834681,0.9597876638944387
26,0.16006560764222774,0.9478981645944345,0.950303569382212,0.9479387247487479,0.9480571979367136,0.1540167842592512,0.9550827423167849,0.9595911949685535,0.9548966756513927,0.9553307278249513
27,0.1800695389228047,0.9467140319715808,0.9484653881377457,0.9467412860071929,0.9469348420991858,0.1574115553604705,0.9574468085106383,0.9609111581588645,0.9572551662174303,0.9574454544953456
28,0.1920068492445181,0.9348727057430433,0.9353004802550331,0.9349041488801497,0.9348390874643813,0.14758921068693912,0.9574468085106383,0.9614780491635907,0.9572551662174305,0.9575602704580153
29,0.18484106652860371,0.9396092362344582,0.9418830910410023,0.9396504879387808,0.9396641399315931,0.1505819343562637,0.9550827423167849,0.9589610797237915,0.9548966756513926,0.955219072439165
30,0.1821031448132587,0.9336885731201895,0.9360896584625557,0.9337291183489631,0.9339172664443021,0.1442003327288798,0.9527186761229315,0.9568356374807988,0.9525381850853549,0.9529330549126716
